Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity
NSP9-Nt	geneid:6386;refseq:NP_001007068;uniprot:O00560	SDCBP	2|0	2	1.00	2	3|0|9|3|3|0|0|0|6|4|0|3	0.00	0.00	0.00	0.00	0.00	-27.62	0.16	0.62	0	0	0
NSP9-Nt	geneid:27101;refseq:NP_001007215;uniprot:Q9HB71	CACYBP	3|0	3	1.50	2	0|3|7|4|4|0|0|0|2|2|0|0	0.00	0.00	0.00	0.00	0.00	-21.71	0.30	0.41	0	0	0
NSP9-Nt	geneid:7812;refseq:NP_001007554;uniprot:O75534	CSDE1	23|26	49	24.50	2	27|21|24|23|24|0|0|0|23|20|19|20	0.00	0.00	0.00	0.00	0.00	-55.72	0.98	0.56	7.75	7.06	2.67
NSP9-Nt	geneid:10342;refseq:NP_001007566;uniprot:Q92734	TFG	5|5	10	5.00	2	3|3|6|4|3|0|0|0|2|3|6|4	0.00	0.00	0.00	0.00	0.00	-12.52	0.94	0.38	2.17	3.94	1.73
NSP9-Nt	geneid:10814;refseq:NP_001008221;uniprot:Q6PUV4	CPLX2	11|13	24	12.00	2	17|12|12|7|8|0|0|0|13|14|15|17	0.00	0.00	0.00	0.00	0.00	-43.33	0.73	0.54	2.42	13.13	0.45
NSP9-Nt	geneid:493856;refseq:NP_001008389;uniprot:Q8N5K1	CISD2	5|3	8	4.00	2	5|4|4|4|3|0|0|0|4|3|4|4	0.00	0.00	0.00	0.00	0.00	-11.98	0.92	0.33	1.08	5.82	0.1
NSP9-Nt	geneid:4735;refseq:NP_001008491;uniprot:Q15019	SEPTIN2	5|5	10	5.00	2	5|3|12|7|7|0|0|0|5|5|4|7	0.00	0.00	0.00	0.00	0.00	-24.90	0.58	0.49	0.42	0.85	0.71
NSP9-Nt	geneid:55740;refseq:NP_001008493;uniprot:Q8N8S7	ENAH	6|5	11	5.50	2	9|7|10|9|10|0|0|0|9|7|7|3	0.00	0.00	0.00	0.00	0.00	-28.80	0.57	0.50	0	0	0
NSP9-Nt	geneid:24144;refseq:NP_001008697;uniprot:Q9UBB9	TFIP11	7|7	14	7.00	2	0|0|8|9|10|0|0|0|6|3|3|2	0.00	0.00	0.00	0.00	0.00	-22.63	0.78	0.48	3.58	3.11	8.88
NSP9-Nt	geneid:1832;refseq:NP_004406;uniprot:P15924	DSP	6|7	13	6.50	2	23|19|8|8|103|0|21|3|10|9|13|16	0.00	0.00	0.00	0.00	0.00	-191.56	0.13	0.62	0	0	0
NSP9-Nt	geneid:9793;refseq:NP_001008938;uniprot:Q14008	CKAP5	20|15	35	17.50	2	36|37|20|25|26|0|0|0|29|24|26|27	0.00	0.00	0.00	0.00	0.00	-105.08	0.51	0.62	0	0	0
NSP9-Nt	geneid:152503;refseq:NP_001009555;uniprot:Q5HYK7	SH3D19	3|6	9	4.50	2	6|11|5|8|6|0|0|0|8|3|5|6	0.00	0.00	0.00	0.00	0.00	-30.41	0.50	0.49	0	0	0
NSP9-Nt	geneid:7791;refseq:NP_001010972;uniprot:Q15942	ZYX	21|27	48	24.00	2	21|42|25|27|24|0|0|0|31|34|27|21	0.00	0.00	0.00	0.00	0.00	-99.34	0.67	0.59	3	3.81	0.62
NSP9-Nt	geneid:3921;refseq:NP_001012321;uniprot:P08865	RPSA	8|6	14	7.00	2	0|0|5|2|3|0|0|0|0|0|0|0	0.11	0.20	0.11	0.19	0.11	-4.07	2.10	0.20	6.17	15.21	19.21
NSP9-Nt	geneid:11338;refseq:NP_001012496;uniprot:P26368	U2AF2	4|4	8	4.00	2	0|0|0|4|0|0|0|0|5|5|3|3	0.00	0.00	0.00	0.00	0.00	-11.62	0.86	0.36	2.33	3.6	2.26
NSP9-Nt	geneid:6520;refseq:NP_001012680;uniprot:P08195	SLC3A2	21|17	38	19.00	2	22|17|24|19|18|0|0|0|14|17|12|11	0.00	0.00	0.00	0.00	0.00	-53.05	0.88	0.55	6.17	7.11	0.65
NSP9-Nt	geneid:91351;refseq:NP_001012985;uniprot:Q5H9U9	DDX60L	4|0	4	2.00	2	4|2|0|4|3|0|0|0|0|0|3|0	0.00	0.00	0.00	0.00	0.00	-15.93	0.55	0.31	0.67	0.29	0.48
NSP9-Nt	geneid:400506;refseq:NP_001013009;uniprot:Q1ED39	KNOP1	18|19	37	18.50	2	0|0|17|15|14|0|0|0|20|14|20|11	0.00	0.00	0.00	0.00	0.00	-41.83	0.97	0.54	9.25	14.68	2.49
NSP9-Nt	geneid:23265;refseq:NP_001013861;uniprot:Q9UPT5	EXOC7	13|7	20	10.00	2	16|11|18|17|19|0|0|0|16|15|14|11	0.00	0.00	0.00	0.00	0.00	-57.98	0.56	0.55	0	0	0
NSP9-Nt	geneid:2109;refseq:NP_001014763;uniprot:P38117	ETFB	4|4	8	4.00	2	0|0|9|4|4|0|0|0|6|2|6|4	0.00	0.00	0.00	0.00	0.00	-20.27	0.57	0.46	1.08	2.27	1.2
NSP9-Nt	geneid:10147;refseq:NP_001017392;uniprot:Q8IX01	SUGP2	70|90	160	80.00	2	20|12|44|59|53|0|0|0|91|82|91|91	0.00	0.00	0.00	0.00	0.00	-222.51	0.88	0.61	34.75	23.35	2.44
NSP9-Nt	geneid:285590;refseq:NP_001017995;uniprot:A1X283	SH3PXD2B	6|6	12	6.00	2	13|15|10|14|15|0|0|0|11|12|10|12	0.00	0.00	0.00	0.00	0.00	-46.71	0.41	0.62	0	0	0
NSP9-Nt	geneid:79184;refseq:NP_001018065;uniprot:P46736	BRCC3	13|9	22	11.00	2	15|22|17|10|12|0|0|0|14|17|12|13	0.00	0.00	0.00	0.00	0.00	-56.28	0.59	0.56	0	0	0
NSP9-Nt	geneid:54832;refseq:NP_001018098;uniprot:Q709C8	VPS13C	6|12	18	9.00	2	39|36|0|4|14|0|0|0|20|20|23|32	0.00	0.00	0.00	0.00	0.00	-135.45	0.25	0.62	0	0	0
NSP9-Nt	geneid:9698;refseq:NP_055491;uniprot:Q14671	PUM1	16|17	33	16.50	2	17|11|12|12|13|0|0|0|10|6|7|8	0.00	0.00	0.00	0.00	0.00	-27.12	1.18	0.50	8.5	5.21	5.67
NSP9-Nt	geneid:30011;refseq:NP_001019837;uniprot:Q96B97	SH3KBP1	4|2	6	3.00	2	6|2|11|14|8|0|0|0|11|7|4|3	0.00	0.00	0.00	0.00	0.00	-45.67	0.25	0.62	0	0	0
NSP9-Nt	geneid:54874;refseq:NP_001020119;uniprot:Q5T0N5	FNBP1L	4|6	10	5.00	2	9|11|16|13|15|0|0|0|9|9|8|7	0.00	0.00	0.00	0.00	0.00	-51.48	0.34	0.62	0	0	0
NSP9-Nt	geneid:23;refseq:NP_001020262;uniprot:Q8NE71	ABCF1	4|3	7	3.50	2	7|4|4|4|3|0|0|0|4|4|6|6	0.00	0.00	0.00	0.00	0.00	-19.65	0.55	0.44	0	0	0
NSP9-Nt	geneid:7163;refseq:NP_001020423;uniprot:P55327	TPD52	5|4	9	4.50	2	8|8|16|13|10|0|0|0|7|7|5|6	0.00	0.00	0.00	0.00	0.00	-44.49	0.35	0.62	0	0	0
NSP9-Nt	geneid:27236;refseq:NP_001020764;uniprot:P53367	ARFIP1	5|2	7	3.50	2	0|0|7|3|4|0|0|0|5|8|5|2	0.00	0.00	0.00	0.00	0.00	-23.20	0.53	0.44	0.67	1.43	0.32
NSP9-Nt	geneid:27245;refseq:NP_001025053;uniprot:Q5TGY3	AHDC1	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0|0|0|0	0.48	0.96	0.48	0.96	0.48	-1.43	10.00	0.10	1	0.45	3.47
NSP9-Nt	geneid:7159;refseq:NP_001026855;uniprot:Q13625	TP53BP2	18|14	32	16.00	2	14|15|12|17|16|0|0|0|20|22|11|18	0.00	0.00	0.00	0.00	0.00	-51.92	0.80	0.55	3.92	2.51	3.29
NSP9-Nt	geneid:9373;refseq:NP_001026859;uniprot:Q9Y263	PLAA	22|16	38	19.00	2	38|39|48|44|50|0|0|0|40|32|29|33	0.00	0.00	0.00	0.00	0.00	-157.49	0.40	0.62	0	0	0
NSP9-Nt	geneid:25766;refseq:NP_001026868;uniprot:Q6NWY9	PRPF40B	3|0	3	1.50	2	0|0|0|3|0|0|0|0|5|3|4|4	0.00	0.00	0.00	0.00	0.00	-18.80	0.35	0.38	0	0	0
NSP9-Nt	geneid:7071;refseq:NP_001027453;uniprot:Q13118	KLF10	10|16	26	13.00	2	0|0|3|5|4|0|0|0|17|19|11|9	0.00	0.00	0.00	0.00	0.00	-42.65	0.83	0.52	7.33	11.36	1.61
NSP9-Nt	geneid:7756;refseq:NP_001027464;uniprot:O43670	ZNF207	3|0	3	1.50	2	0|0|3|0|2|0|0|0|2|3|0|0	0.00	0.00	0.00	0.00	0.00	-11.57	0.56	0.28	0.67	1.05	5.48
NSP9-Nt	geneid:26100;refseq:NP_001028690;uniprot:Q9Y4P8	WIPI2	3|3	6	3.00	2	5|8|9|5|7|0|0|0|6|4|5|7	0.00	0.00	0.00	0.00	0.00	-26.32	0.38	0.62	0	0	0
NSP9-Nt	geneid:23597;refseq:NP_001028755;uniprot:Q9Y305	ACOT9	5|4	9	4.50	2	2|0|0|0|0|0|0|0|0|0|0|0	0.86	0.90	0.85	0.90	0.86	1.41	6.75	0.01	4.33	7.17	0.88
NSP9-Nt	geneid:7311;refseq:NP_001029102;uniprot:P62987	UBA52	6|13	19	9.50	2	4|15|2|3|4|0|0|0|15|10|29|35	0.00	0.00	0.00	0.00	0.00	-94.80	0.36	0.59	0	0	0
NSP9-Nt	geneid:554313;refseq:NP_001029249;uniprot:P62805	H4C15	7|7	14	7.00	2	0|0|7|6|7|0|8|4|6|4|3|4	0.00	0.00	0.00	0.00	0.00	-16.68	0.95	0.43	2.92	20.61	3.7
NSP9-Nt	geneid:2976;refseq:NP_001030598;uniprot:Q8WUA4	GTF3C2	3|0	3	1.50	2	0|0|0|0|2|0|0|0|0|0|0|0	0.33	0.67	0.33	0.65	0.33	-3.60	2.25	0.17	1.33	1.06	9.03
NSP9-Nt	geneid:64855;refseq:NP_001030611;uniprot:Q96TA1	NIBAN2	29|26	55	27.50	2	30|26|28|23|22|0|0|0|29|26|25|31	0.00	0.00	0.00	0.00	0.00	-69.19	0.92	0.58	7.5	7.44	6.19
NSP9-Nt	geneid:641371;refseq:NP_001032238;uniprot:Q86TX2	ACOT1	33|41	74	37.00	2	49|44|10|6|5|0|0|0|9|8|3|4	0.00	0.00	0.00	0.00	0.00	-72.95	1.08	0.57	25.5	44.03	2.5
NSP9-Nt	geneid:1933;refseq:NP_001032752;uniprot:P24534	EEF1B2	5|4	9	4.50	2	7|10|6|6|7|0|0|0|5|9|4|3	0.00	0.00	0.00	0.00	0.00	-26.87	0.52	0.49	0	0	0
NSP9-Nt	geneid:55898;refseq:NP_001034764;uniprot:Q9H3U1	UNC45A	11|10	21	10.50	2	12|13|8|18|13|0|0|0|16|15|9|8	0.00	0.00	0.00	0.00	0.00	-45.16	0.64	0.55	1.17	0.92	0.31
NSP9-Nt	geneid:29888;refseq:NP_001034966;uniprot:Q9NRL3	STRN4	18|16	34	17.00	2	17|30|15|15|9|0|0|0|17|16|10|19	0.00	0.00	0.00	0.00	0.00	-55.66	0.77	0.56	4.67	4.47	1.61
NSP9-Nt	geneid:116985;refseq:NP_001035207;uniprot:Q96P48	ARAP1	11|8	19	9.50	2	8|4|3|7|4|0|0|0|3|3|7|6	0.00	0.00	0.00	0.00	0.00	-15.22	1.30	0.36	5.75	2.88	8.31
NSP9-Nt	geneid:79631;refseq:NP_001035700;uniprot:Q7Z2Z2	EFL1	4|4	8	4.00	2	9|4|4|4|3|0|0|0|0|0|3|2	0.00	0.00	0.00	0.00	0.00	-15.20	0.71	0.41	1.58	1.07	7.16
NSP9-Nt	geneid:3619;refseq:NP_001035784;uniprot:Q9NQS7	INCENP	11|12	23	11.50	2	0|0|9|7|9|0|0|0|8|11|5|6	0.00	0.00	0.00	0.00	0.00	-19.09	1.19	0.44	6.92	5.48	2.02
NSP9-Nt	geneid:1540;refseq:NP_001035814;uniprot:Q9NQC7	CYLD	16|16	32	16.00	2	24|23|12|12|11|0|0|0|23|26|16|22	0.00	0.00	0.00	0.00	0.00	-64.87	0.66	0.58	1.92	1.46	0.86
NSP9-Nt	geneid:9989;refseq:NP_001035847;uniprot:Q8TF05	PPP4R1	5|2	7	3.50	2	2|0|4|4|5|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-13.77	0.81	0.33	2.25	1.72	6.88
NSP9-Nt	geneid:55269;refseq:NP_001035879;uniprot:Q8WXF1	PSPC1	2|0	2	1.00	2	0|0|6|5|2|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-18.83	0.23	0.40	0	0	0
NSP9-Nt	geneid:7468;refseq:NP_001035889;uniprot:O96028	NSD2	3|0	3	1.50	2	0|0|0|0|4|0|0|0|0|0|2|0	0.02	0.03	0.02	0.03	0.02	-8.41	0.75	0.23	1	0.53	1.53
NSP9-Nt	geneid:831;refseq:NP_001035905;uniprot:P20810	CAST	24|25	49	24.50	2	28|38|25|21|26|0|0|0|25|25|33|36	0.00	0.00	0.00	0.00	0.00	-93.72	0.69	0.59	3.08	2.99	2.03
NSP9-Nt	geneid:7041;refseq:NP_001035919;uniprot:O43294	TGFB1I1	6|5	11	5.50	2	8|2|5|4|4|0|0|0|6|6|3|3	0.00	0.00	0.00	0.00	0.00	-17.33	0.82	0.42	2.08	3.28	6.38
NSP9-Nt	geneid:6238;refseq:NP_001036041;uniprot:Q9P2E9	RRBP1	14|10	24	12.00	2	20|16|8|8|8|0|0|0|9|3|6|5	0.00	0.00	0.00	0.00	0.00	-39.75	0.80	0.52	5.08	3.78	0.16
NSP9-Nt	geneid:54464;refseq:NP_001036069;uniprot:Q8IZH2	XRN1	25|19	44	22.00	2	31|34|8|20|20|0|0|0|21|20|35|28	0.00	0.00	0.00	0.00	0.00	-94.06	0.66	0.59	3.92	1.68	0.86
NSP9-Nt	geneid:5819;refseq:NP_001036189;uniprot:Q92692	NECTIN2	4|3	7	3.50	2	4|5|5|3|2|0|0|0|4|3|3|2	0.00	0.00	0.00	0.00	0.00	-13.23	0.75	0.37	0.92	1.24	0.42
NSP9-Nt	geneid:91748;refseq:NP_001036783;uniprot:Q6PJG2	MIDEAS	2|0	2	1.00	2	0|0|0|2|0|0|0|0|0|0|2|0	0.03	0.06	0.03	0.05	0.03	-6.02	0.75	0.22	0.67	0.47	2.37
NSP9-Nt	geneid:6558;refseq:NP_001037;uniprot:P55011	SLC12A2	4|5	9	4.50	2	0|0|3|0|5|0|0|0|0|0|0|0	0.03	0.05	0.03	0.05	0.03	-4.27	1.69	0.22	3.83	2.3	0.23
NSP9-Nt	geneid:60682;refseq:NP_068759;uniprot:Q8IYB5	SMAP1	5|5	10	5.00	2	7|8|6|3|4|0|0|0|5|5|5|3	0.00	0.00	0.00	0.00	0.00	-18.53	0.71	0.45	1.17	1.93	0.42
NSP9-Nt	geneid:65979;refseq:NP_001041648;uniprot:Q8IZ21	PHACTR4	3|5	8	4.00	2	8|5|7|5|8|0|0|0|4|0|2|4	0.00	0.00	0.00	0.00	0.00	-24.99	0.52	0.47	0.42	0.43	2.72
NSP9-Nt	geneid:7086;refseq:NP_001055;uniprot:P29401	TKT	39|50	89	44.50	2	44|43|47|47|44|0|9|0|47|48|46|52	0.00	0.00	0.00	0.00	0.00	-117.98	0.91	0.60	8.92	10.41	0.52
NSP9-Nt	geneid:7153;refseq:NP_001058;uniprot:P11388	TOP2A	9|6	15	7.50	2	0|0|0|8|11|0|0|0|6|6|6|3	0.00	0.00	0.00	0.00	0.00	-21.81	0.90	0.44	4.17	1.98	1.82
NSP9-Nt	geneid:7155;refseq:NP_001059;uniprot:Q02880	TOP2B	5|0	5	2.50	2	0|0|5|0|0|0|0|0|0|0|4|0	0.01	0.02	0.01	0.02	0.01	-12.63	0.83	0.25	1.75	0.78	1.64
NSP9-Nt	geneid:79832;refseq:NP_001070254;uniprot:Q2KHR3	QSER1	19|20	39	19.50	2	0|0|6|19|11|0|0|0|25|21|19|24	0.00	0.00	0.00	0.00	0.00	-55.96	0.84	0.56	9.08	3.8	3.01
