Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR
M-A549-Nt	P11717	IGF2R	24	24	24.00	1	0|2|0	1.00	1.00	1.00	1.00	1.00	13.40	24.00	0.00
M-A549-Nt	P15559	NQO1	6	6	6.00	1	5|6|0	0.00	0.00	0.00	0.00	0.00	-11.17	1.09	0.30
M-A549-Nt	P07237	P4HB	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.90	50.00	0.00
M-A549-Nt	P11498	PC	446	446	446.00	1	225|226|1091	0.00	0.00	0.00	0.00	0.00	-inf	0.68	0.54
M-A549-Nt	P16435	POR	47	47	47.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	70.94	470.00	0.00
M-A549-Nt	P36578	RPL4	4	4	4.00	1	5|4|0	0.00	0.00	0.00	0.00	0.00	-10.35	0.89	0.29
M-A549-Nt	P46777	RPL5	9	9	9.00	1	0|4|0	0.87	0.87	0.90	0.90	0.90	2.17	4.50	0.01
M-A549-Nt	Q02878	RPL6	21	21	21.00	1	4|12|7	0.01	0.01	0.01	0.01	0.01	-4.43	2.21	0.15
M-A549-Nt	P62424	RPL7A	4	4	4.00	1	0|3|0	0.49	0.49	0.54	0.54	0.54	0.17	2.67	0.03
M-A549-Nt	P62913	RPL11	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.64	20.00	0.00
M-A549-Nt	Q07020	RPL18	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.64	20.00	0.00
M-A549-Nt	Q02543	RPL18A	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.60	30.00	0.00
M-A549-Nt	P35268	RPL22	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.62	20.00	0.00
M-A549-Nt	P83731	RPL24	3	3	3.00	1	3|6|0	0.00	0.00	0.00	0.00	0.00	-11.93	0.67	0.54
M-A549-Nt	P46776	RPL27A	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.61	30.00	0.00
M-A549-Nt	P49207	RPL34	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.57	30.00	0.00
M-A549-Nt	P05388	RPLP0	8	8	8.00	1	9|13|0	0.00	0.00	0.00	0.00	0.00	-27.85	0.73	0.43
M-A549-Nt	P05387	RPLP2	8	8	8.00	1	8|10|0	0.00	0.00	0.00	0.00	0.00	-20.44	0.89	0.39
M-A549-Nt	Q6NUK4	REEP3	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.44	30.00	0.00
M-A549-Nt	Q9UJY5	GGA1	5	5	5.00	1	0|5|0	0.15	0.15	0.15	0.15	0.15	-1.71	2.00	0.08
M-A549-Nt	Q6UWP7	LCLAT1	14	14	14.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	22.87	140.00	0.00
M-A549-Nt	Q5T4F4	ZFYVE27	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.45	30.00	0.00
M-A549-Nt	Q9NXW2	DNAJB12	10	10	10.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	16.81	100.00	0.00
M-A549-Nt	P07355	ANXA2	54	54	54.00	1	62|75|0	0.00	0.00	0.00	0.00	0.00	-164.97	0.79	0.53
M-A549-Nt	P62241	RPS8	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	9.04	50.00	0.00
M-A549-Nt	P36956	SREBF1	36	36	36.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	55.13	360.00	0.00
M-A549-Nt	O95229	ZWINT	4	4	4.00	1	4|9|0	0.00	0.00	0.00	0.00	0.00	-17.72	0.62	0.54
M-A549-Nt	P49757	NUMB	4	4	4.00	1	5|8|0	0.00	0.00	0.00	0.00	0.00	-17.92	0.62	0.54
M-A549-Nt	P62280	RPS11	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.58	30.00	0.00
M-A549-Nt	Q96RT1	ERBIN	6	6	6.00	1	60|46|0	0.00	0.00	0.00	0.00	0.00	-210.14	0.11	0.54
M-A549-Nt	O00560	SDCBP	4	4	4.00	1	3|9|0	0.00	0.00	0.00	0.00	0.00	-15.54	0.67	0.54
M-A549-Nt	Q9HB71	CACYBP	6	6	6.00	1	4|7|0	0.00	0.00	0.00	0.00	0.00	-11.10	1.09	0.30
M-A549-Nt	O60858	TRIM13	22	22	22.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	34.74	220.00	0.00
M-A549-Nt	O75534	CSDE1	12	12	12.00	1	23|24|0	0.00	0.00	0.00	0.00	0.00	-68.86	0.51	0.54
M-A549-Nt	Q6PUV4	CPLX2	15	15	15.00	1	7|12|0	0.00	0.00	0.00	0.00	0.00	-12.45	1.58	0.32
M-A549-Nt	Q8N5K1	CISD2	22	22	22.00	1	4|4|0	1.00	1.00	1.00	1.00	1.00	12.99	5.50	0.00
M-A549-Nt	Q14008	CKAP5	5	5	5.00	1	25|20|0	0.00	0.00	0.00	0.00	0.00	-81.37	0.22	0.54
M-A549-Nt	Q96A57	TMEM230	12	12	12.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	19.86	120.00	0.00
M-A549-Nt	P62244	RPS15A	4	4	4.00	1	0|3|7	0.00	0.00	0.00	0.00	0.00	-12.01	0.80	0.31
M-A549-Nt	Q15942	ZYX	3	3	3.00	1	27|25|0	0.00	0.00	0.00	0.00	0.00	-102.69	0.12	0.54
M-A549-Nt	P08195	SLC3A2	24	24	24.00	1	19|24|0	0.00	0.00	0.00	0.00	0.00	-41.44	1.12	0.47
M-A549-Nt	Q9UPT5	EXOC7	5	5	5.00	1	17|18|0	0.00	0.00	0.00	0.00	0.00	-60.32	0.29	0.54
M-A549-Nt	Q9UJU6	DBNL	7	7	7.00	1	15|18|0	0.00	0.00	0.00	0.00	0.00	-51.42	0.42	0.54
M-A549-Nt	P38117	ETFB	6	6	6.00	1	4|9|0	0.00	0.00	0.00	0.00	0.00	-14.51	0.92	0.34
M-A549-Nt	Q12791	KCNMA1	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.59	20.00	0.00
M-A549-Nt	O96013	PAK4	3	3	3.00	1	9|10|0	0.00	0.00	0.00	0.00	0.00	-31.99	0.32	0.54
M-A549-Nt	P62266	RPS23	2	2	2.00	1	0|0|0	0.97	0.97	0.98	0.98	0.98	3.72	20.00	0.00
M-A549-Nt	O94876	TMCC1	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.59	20.00	0.00
M-A549-Nt	Q9HD26	GOPC	14	14	14.00	1	0|2|0	1.00	1.00	1.00	1.00	1.00	7.52	14.00	0.00
M-A549-Nt	Q3ZAQ7	VMA21	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.62	20.00	0.00
M-A549-Nt	Q96RL7	VPS13A	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
M-A549-Nt	P46736	BRCC3	6	6	6.00	1	10|17|0	0.00	0.00	0.00	0.00	0.00	-41.32	0.44	0.54
M-A549-Nt	Q709C8	VPS13C	13	13	13.00	1	4|0|0	0.96	0.96	0.96	0.96	0.96	3.13	6.50	0.01
M-A549-Nt	P27824	CANX	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.45	40.00	0.00
M-A549-Nt	P55327	TPD52	7	7	7.00	1	13|16|0	0.00	0.00	0.00	0.00	0.00	-43.37	0.48	0.54
M-A549-Nt	P31350	RRM2	3	3	3.00	1	11|11|0	0.00	0.00	0.00	0.00	0.00	-38.23	0.27	0.54
M-A549-Nt	P63010	AP2B1	2	2	2.00	1	8|7|0	0.00	0.00	0.00	0.00	0.00	-26.16	0.27	0.54
M-A549-Nt	Q9Y263	PLAA	28	28	28.00	1	44|48|0	0.00	0.00	0.00	0.00	0.00	-125.64	0.61	0.54
M-A549-Nt	Q8IV08	PLD3	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
M-A549-Nt	Q969X5	ERGIC1	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.87	50.00	0.00
M-A549-Nt	Q8TBM8	DNAJB14	12	12	12.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	19.85	120.00	0.00
M-A549-Nt	P50416	CPT1A	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.47	30.00	0.00
M-A549-Nt	Q86SQ4	ADGRG6	7	7	7.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	12.10	70.00	0.00
M-A549-Nt	Q9Y6B6	SAR1B	14	14	14.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	22.88	140.00	0.00
M-A549-Nt	P62987	UBA52	22	22	22.00	1	3|2|0	1.00	1.00	1.00	1.00	1.00	17.98	8.80	0.00
M-A549-Nt	P62805	H4C1	2	2	2.00	1	6|7|0	0.00	0.00	0.00	0.00	0.00	-22.02	0.31	0.54
M-A549-Nt	Q9H4F8	SMOC1	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.44	30.00	0.00
M-A549-Nt	P50914	RPL14	2	2	2.00	1	0|0|0	0.97	0.97	0.98	0.98	0.98	3.72	20.00	0.00
M-A549-Nt	Q96TA1	NIBAN2	8	8	8.00	1	23|28|0	0.00	0.00	0.00	0.00	0.00	-86.11	0.31	0.54
M-A549-Nt	O95793	STAU1	12	12	12.00	1	24|36|0	0.00	0.00	0.00	0.00	0.00	-94.61	0.40	0.54
M-A549-Nt	Q9NRZ7	AGPAT3	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.44	30.00	0.00
M-A549-Nt	Q86SK9	SCD5	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.86	50.00	0.00
M-A549-Nt	Q9H3U1	UNC45A	20	20	20.00	1	18|8|0	0.00	0.00	0.00	0.00	0.00	-17.66	1.54	0.37
M-A549-Nt	Q96P48	ARAP1	2	2	2.00	1	7|3|0	0.00	0.00	0.00	0.00	0.00	-15.76	0.40	0.54
M-A549-Nt	Q96T51	RUFY1	13	13	13.00	1	28|30|0	0.00	0.00	0.00	0.00	0.00	-88.76	0.45	0.54
M-A549-Nt	P61221	ABCE1	4	4	4.00	1	5|3|0	0.00	0.00	0.00	0.00	0.00	-8.73	1.00	0.25
M-A549-Nt	Q9NQC7	CYLD	6	6	6.00	1	12|12|0	0.00	0.00	0.00	0.00	0.00	-35.49	0.50	0.54
M-A549-Nt	Q5SW79	CEP170	7	7	7.00	1	56|47|0	0.00	0.00	0.00	0.00	0.00	-200.39	0.14	0.54
M-A549-Nt	P20810	CAST	6	6	6.00	1	21|25|0	0.00	0.00	0.00	0.00	0.00	-80.78	0.26	0.54
M-A549-Nt	O43294	TGFB1I1	2	2	2.00	1	4|5|0	0.00	0.00	0.00	0.00	0.00	-13.94	0.44	0.54
M-A549-Nt	P07602	PSAP	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.45	30.00	0.00
M-A549-Nt	Q8N2K0	ABHD12	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.86	50.00	0.00
M-A549-Nt	Q5T8D3	ACBD5	16	16	16.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	25.89	160.00	0.00
M-A549-Nt	P78381	SLC35A2	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.44	30.00	0.00
M-A549-Nt	Q9NSV4	DIAPH3	2	2	2.00	1	12|9|0	0.00	0.00	0.00	0.00	0.00	-38.82	0.19	0.54
M-A549-Nt	Q9P2E9	RRBP1	46	46	46.00	1	8|8|0	1.00	1.00	1.00	1.00	1.00	28.27	5.75	0.00
M-A549-Nt	Q8IZH2	XRN1	4	4	4.00	1	20|8|0	0.00	0.00	0.00	0.00	0.00	-47.51	0.29	0.54
M-A549-Nt	O95487	SEC24B	44	44	44.00	1	16|13|0	1.00	1.00	1.00	1.00	1.00	8.37	3.03	0.00
M-A549-Nt	Q96KG9	SCYL1	16	16	16.00	1	4|5|0	0.99	0.99	0.99	0.99	0.99	5.12	3.56	0.00
M-A549-Nt	P29401	TKT	21	21	21.00	1	47|47|0	0.00	0.00	0.00	0.00	0.00	-143.89	0.45	0.54
M-A549-Nt	Q7Z3C6	ATG9A	9	9	9.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	15.25	90.00	0.00
M-A549-Nt	O94979	SEC31A	9	9	9.00	1	8|10|0	0.00	0.00	0.00	0.00	0.00	-19.14	1.00	0.38
M-A549-Nt	Q96QD5	DEPDC7	20	20	20.00	1	20|22|0	0.00	0.00	0.00	0.00	0.00	-45.50	0.95	0.48
M-A549-Nt	Q9H2H9	SLC38A1	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
M-A549-Nt	Q14CS0	UBXN2B	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.20	40.00	0.00
M-A549-Nt	Q8N128	FAM177A1	7	7	7.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	12.13	70.00	0.00
M-A549-Nt	P22234	PAICS	3	3	3.00	1	7|10|0	0.00	0.00	0.00	0.00	0.00	-27.87	0.35	0.54
M-A549-Nt	Q9Y2H6	FNDC3A	14	14	14.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	22.88	140.00	0.00
M-A549-Nt	Q96A73	KIAA1191	5	5	5.00	1	6|11|0	0.00	0.00	0.00	0.00	0.00	-23.68	0.59	0.54
M-A549-Nt	Q15276	RABEP1	2	2	2.00	1	4|0|0	0.02	0.02	0.02	0.02	0.02	-4.04	1.00	0.14
M-A549-Nt	Q6NUQ4	TMEM214	24	24	24.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	37.69	240.00	0.00
M-A549-Nt	P53396	ACLY	12	12	12.00	1	20|17|0	0.00	0.00	0.00	0.00	0.00	-49.29	0.65	0.54
M-A549-Nt	B7ZAQ6	GPR89A	10	10	10.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	16.79	100.00	0.00
M-A549-Nt	P53621	COPA	30	30	30.00	1	12|11|0	0.64	0.64	0.65	0.65	0.65	0.60	2.61	0.02
M-A549-Nt	P45974	USP5	10	10	10.00	1	20|24|0	0.00	0.00	0.00	0.00	0.00	-67.05	0.45	0.54
M-A549-Nt	Q9H6U6	BCAS3	10	10	10.00	1	16|19|0	0.00	0.00	0.00	0.00	0.00	-49.20	0.57	0.54
M-A549-Nt	P12814	ACTN1	3	3	3.00	1	11|0|0	0.00	0.00	0.00	0.00	0.00	-14.89	0.55	0.54
M-A549-Nt	Q13049	TRIM32	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.60	20.00	0.00
M-A549-Nt	Q14643	ITPR1	8	8	8.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	13.71	80.00	0.00
M-A549-Nt	Q92628	KIAA0232	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.19	40.00	0.00
M-A549-Nt	O95759	TBC1D8	6	6	6.00	1	12|7|0	0.00	0.00	0.00	0.00	0.00	-25.75	0.63	0.54
M-A549-Nt	Q7Z3T8	ZFYVE16	39	39	39.00	1	49|45|0	0.00	0.00	0.00	0.00	0.00	-110.14	0.83	0.52
M-A549-Nt	Q9P2D6	FAM135A	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.59	20.00	0.00
M-A549-Nt	E9PAV3	NACA	4	4	4.00	1	3|7|0	0.00	0.00	0.00	0.00	0.00	-12.16	0.80	0.31
M-A549-Nt	P42892	ECE1	8	8	8.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	13.69	80.00	0.00
M-A549-Nt	Q9NVI1	FANCI	6	6	6.00	1	19|12|0	0.00	0.00	0.00	0.00	0.00	-49.47	0.39	0.54
M-A549-Nt	O60503	ADCY9	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.59	20.00	0.00
M-A549-Nt	Q9NWZ3	IRAK4	3	3	3.00	1	3|6|0	0.00	0.00	0.00	0.00	0.00	-12.12	0.67	0.54
M-A549-Nt	P51798	CLCN7	7	7	7.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	12.11	70.00	0.00
M-A549-Nt	B0FP48	UPK3BL1	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
M-A549-Nt	Q7RTP6	MICAL3	5	5	5.00	1	7|2|0	0.00	0.00	0.00	0.00	0.00	-8.68	1.11	0.25
M-A549-Nt	Q99497	PARK7	3	3	3.00	1	2|3|0	0.01	0.01	0.01	0.01	0.01	-4.93	1.20	0.16
M-A549-Nt	Q53EZ4	CEP55	6	6	6.00	1	7|12|0	0.00	0.00	0.00	0.00	0.00	-25.72	0.63	0.54
M-A549-Nt	P30519	HMOX2	17	17	17.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	27.39	170.00	0.00
M-A549-Nt	Q14157	UBAP2L	10	10	10.00	1	39|39|0	0.00	0.00	0.00	0.00	0.00	-137.59	0.26	0.54
M-A549-Nt	Q8WXF7	ATL1	8	8	8.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	13.69	80.00	0.00
M-A549-Nt	Q9NZD8	SPG21	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.45	30.00	0.00
M-A549-Nt	Q15043	SLC39A14	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.59	20.00	0.00
M-A549-Nt	P40818	USP8	6	6	6.00	1	7|4|0	0.00	0.00	0.00	0.00	0.00	-11.17	1.09	0.30
M-A549-Nt	Q15738	NSDHL	9	9	9.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	15.24	90.00	0.00
M-A549-Nt	Q96C24	SYTL4	56	56	56.00	1	28|40|0	0.00	0.00	0.00	0.00	0.00	-41.84	1.65	0.48
M-A549-Nt	Q17RS7	GEN1	8	8	8.00	1	11|14|0	0.00	0.00	0.00	0.00	0.00	-33.62	0.64	0.54
M-A549-Nt	Q93050	ATP6V0A1	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.60	20.00	0.00
M-A549-Nt	P29353	SHC1	3	3	3.00	1	5|8|0	0.00	0.00	0.00	0.00	0.00	-19.75	0.46	0.54
M-A549-Nt	Q9Y6I3	EPN1	2	2	2.00	1	3|6|0	0.00	0.00	0.00	0.00	0.00	-13.95	0.44	0.54
M-A549-Nt	Q9NZL4	HSPBP1	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.21	40.00	0.00
M-A549-Nt	Q07866	KLC1	17	17	17.00	1	31|22|0	0.00	0.00	0.00	0.00	0.00	-70.76	0.64	0.54
M-A549-Nt	Q13813	SPTAN1	2	2	2.00	1	44|28|0	0.00	0.00	0.00	0.00	0.00	-149.94	0.06	0.54
M-A549-Nt	P28290	ITPRID2	10	10	10.00	1	28|21|0	0.00	0.00	0.00	0.00	0.00	-77.20	0.41	0.54
M-A549-Nt	O14967	CLGN	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.23	40.00	0.00
M-A549-Nt	O00562	PITPNM1	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.86	50.00	0.00
M-A549-Nt	Q9Y2Z0	SUGT1	9	9	9.00	1	0|2|0	0.99	0.99	0.99	0.99	0.99	4.43	9.00	0.00
M-A549-Nt	A2VDJ0	TMEM131L	10	10	10.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	16.80	100.00	0.00
M-A549-Nt	Q05209	PTPN12	2	2	2.00	1	19|23|0	0.00	0.00	0.00	0.00	0.00	-84.31	0.10	0.54
M-A549-Nt	Q9NUM4	TMEM106B	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.18	40.00	0.00
M-A549-Nt	P49902	NT5C2	3	3	3.00	1	3|6|0	0.00	0.00	0.00	0.00	0.00	-12.11	0.67	0.54
M-A549-Nt	Q92609	TBC1D5	10	10	10.00	1	22|26|0	0.00	0.00	0.00	0.00	0.00	-75.17	0.42	0.54
M-A549-Nt	Q9UKY7	CDV3	2	2	2.00	1	9|13|0	0.00	0.00	0.00	0.00	0.00	-40.94	0.18	0.54
M-A549-Nt	Q7L1W4	LRRC8D	15	15	15.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	24.37	150.00	0.00
M-A549-Nt	Q9H0B6	KLC2	7	7	7.00	1	11|7|0	0.00	0.00	0.00	0.00	0.00	-22.16	0.78	0.41
M-A549-Nt	Q96AC1	FERMT2	5	5	5.00	1	11|12|0	0.00	0.00	0.00	0.00	0.00	-35.61	0.43	0.54
M-A549-Nt	Q53EP0	FNDC3B	21	21	21.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	33.27	210.00	0.00
M-A549-Nt	P52594	AGFG1	58	58	58.00	1	74|96|0	0.00	0.00	0.00	0.00	0.00	-219.89	0.68	0.53
M-A549-Nt	Q92597	NDRG1	2	2	2.00	1	6|9|0	0.00	0.00	0.00	0.00	0.00	-26.17	0.27	0.54
M-A549-Nt	Q8NHH9	ATL2	10	10	10.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	16.81	100.00	0.00
M-A549-Nt	Q9UM82	SPATA2	18	18	18.00	1	13|16|0	0.00	0.00	0.00	0.00	0.00	-25.53	1.24	0.42
M-A549-Nt	Q8N2Y8	RUSC2	2	2	2.00	1	6|2|0	0.00	0.00	0.00	0.00	0.00	-11.70	0.50	0.54
M-A549-Nt	Q9UHX1	PUF60	16	16	16.00	1	40|0|0	0.00	0.00	0.00	0.00	0.00	-46.29	0.80	0.48
M-A549-Nt	Q99941	ATF6B	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.86	50.00	0.00
M-A549-Nt	P51572	BCAP31	42	42	42.00	1	9|11|0	1.00	1.00	1.00	1.00	1.00	19.08	4.20	0.00
M-A549-Nt	Q9UKV5	AMFR	30	30	30.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	46.53	300.00	0.00
M-A549-Nt	Q06481	APLP2	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.88	50.00	0.00
M-A549-Nt	Q9H0V9	LMAN2L	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.44	30.00	0.00
M-A549-Nt	Q9NP61	ARFGAP3	9	9	9.00	1	2|4|0	0.79	0.79	0.79	0.79	0.79	1.33	3.00	0.01
M-A549-Nt	Q8N0X7	SPART	29	29	29.00	1	22|20|0	0.00	0.00	0.00	0.00	0.00	-32.61	1.38	0.45
M-A549-Nt	O60502	OGA	4	4	4.00	1	8|5|0	0.00	0.00	0.00	0.00	0.00	-17.91	0.62	0.54
M-A549-Nt	Q96F86	EDC3	20	20	20.00	1	38|48|0	0.00	0.00	0.00	0.00	0.00	-130.03	0.47	0.54
M-A549-Nt	Q8WUF5	PPP1R13L	2	2	2.00	1	18|16|0	0.00	0.00	0.00	0.00	0.00	-66.85	0.12	0.54
M-A549-Nt	O75330	HMMR	7	7	7.00	1	15|16|0	0.00	0.00	0.00	0.00	0.00	-47.40	0.45	0.54
M-A549-Nt	Q15029	EFTUD2	4	4	4.00	1	9|9|0	0.00	0.00	0.00	0.00	0.00	-27.70	0.44	0.54
